,Year Released,Artist/Group,Track,Length,Genre,Debut Date,Peak Date,Week,Rank,WeekDate,InvertedRank,Track Length in Seconds,Time to Peak
865,2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,3,71.0,2000-04-01,30.0,242,1
866,2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,3,81.0,2000-12-23,20.0,258,0
867,2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,3,77.0,2000-05-06,24.0,300,4
868,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,3,72.0,2000-08-19,29.0,321,11
869,2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,3,70.0,2000-09-23,31.0,250,5
870,2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,3,72.0,2000-03-11,29.0,176,4
871,2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,3,70.0,2000-12-16,31.0,222,2
872,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,3,76.0,2000-10-07,25.0,239,3
873,2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,3,71.0,2000-07-08,30.0,285,4
874,2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,3,75.0,2000-01-01,26.0,275,3
875,2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,3,71.0,2000-04-15,30.0,257,2
876,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,3,93.0,2000-10-07,8.0,207,9
877,2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,3,81.0,2000-02-12,20.0,246,0
878,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,3,79.0,2000-09-30,22.0,213,1
879,2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,3,92.0,1999-12-25,9.0,253,5
880,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,3,72.0,2000-03-18,29.0,262,2
881,2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,3,74.0,2000-11-18,27.0,209,0
882,2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,3,89.0,2000-03-04,12.0,217,5
883,2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,3,85.0,1999-12-25,16.0,235,5
884,2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,3,80.0,2000-04-08,21.0,236,1
885,2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,3,91.0,2000-04-08,10.0,259,6
886,2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,3,94.0,1999-12-25,7.0,246,7
887,2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,3,78.0,2000-03-04,23.0,343,4
888,2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,3,77.0,2000-05-20,24.0,190,3
889,2000,"Bega, Lou",Tricky Tricky ,3:23,Rock,2000-01-29,2000-02-05,3,87.0,2000-02-19,14.0,203,1
890,2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,3,75.0,2000-05-13,26.0,205,2
891,2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,3,93.0,2000-07-08,8.0,215,11
892,2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,3,77.0,2000-12-16,24.0,230,1
893,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,3,88.0,2001-01-06,13.0,187,0
894,2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,3,92.0,2000-01-22,9.0,234,1
895,2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,3,94.0,2000-11-11,7.0,182,6
896,2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,3,76.0,2000-02-19,25.0,270,2
897,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,3,88.0,2000-06-03,13.0,266,5
898,2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,3,98.0,2000-09-02,3.0,220,8
899,2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,3,94.0,1999-12-04,7.0,240,10
900,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,3,83.0,2000-04-08,18.0,246,3
901,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,3,82.0,2000-03-18,19.0,272,4
902,2000,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,3,76.0,2000-02-12,25.0,258,2
903,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,3,83.0,2000-01-29,18.0,246,8
904,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,3,80.0,2000-06-10,21.0,244,4
906,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,3,79.0,2000-07-29,22.0,256,3
907,2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,3,81.0,2000-03-25,20.0,258,3
908,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,3,97.0,2000-10-14,4.0,225,7
909,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,3,81.0,2000-12-09,20.0,176,4
910,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,3,86.0,2000-10-14,15.0,297,3
911,2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,3,83.0,2000-04-22,18.0,235,4
912,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,3,87.0,2000-06-10,14.0,257,4
913,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,3,97.0,2000-11-18,4.0,220,5
914,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,3,96.0,2000-11-04,5.0,278,5
915,2000,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,3,100.0,2000-02-26,1.0,231,1
916,2000,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,2000-03-25,3,93.0,2000-04-15,8.0,377,0
917,2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,3,84.0,2000-10-07,17.0,218,2
918,2000,LFO,West Side Story,3:27,Rock,2000-08-05,2000-08-12,3,88.0,2000-08-26,13.0,207,1
919,2000,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,2000-05-20,3,90.0,2000-06-03,11.0,199,1
920,2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,3,86.0,2000-07-15,15.0,223,2
921,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,2000-09-09,3,92.0,2000-09-23,9.0,195,1
922,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,3,93.0,2000-07-29,8.0,224,10
923,2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,3,88.0,2000-08-05,13.0,228,1
924,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,3,90.0,1999-12-25,11.0,248,9
925,2000,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,2000-03-11,3,98.0,2000-03-25,3.0,251,1
926,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,3,89.0,2000-06-24,12.0,234,2
927,2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,3,92.0,2000-04-15,9.0,242,3
928,2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,3,92.0,2000-09-09,9.0,250,1
929,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,3,98.0,1999-12-18,3.0,227,7
930,2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,3,100.0,2000-01-22,1.0,203,3
931,2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,3,95.0,2000-12-02,6.0,254,3
932,2000,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,2000-05-20,3,98.0,2000-06-03,3.0,226,1
933,2000,En Vogue,Riddle,5:10,Rock,2000-06-17,2000-06-17,3,97.0,2000-07-08,4.0,310,0
934,2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,3,99.0,2000-04-08,2.0,283,7
936,2000,Trina,Pull Over,2:58,Rap,2000-09-09,2000-09-16,3,96.0,2000-09-30,5.0,178,1
937,2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,3,97.0,2000-09-02,4.0,257,5
938,2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,3,96.0,2000-07-29,5.0,224,3
939,2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,3,99.0,2000-12-02,2.0,256,1
940,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,3,100.0,2001-01-13,1.0,302,0
941,2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,3,97.0,2000-03-25,4.0,242,1
942,2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,3,98.0,2000-12-23,3.0,264,0
947,2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,3,99.0,2000-03-04,2.0,238,0
951,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,4,33.0,2000-10-21,68.0,218,8
952,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,4,5.0,2000-03-11,96.0,258,8
953,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,4,31.0,1999-11-20,70.0,247,14
954,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,4,14.0,2000-09-09,87.0,225,5
955,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,4,29.0,2000-09-02,72.0,218,10
956,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,4,30.0,2000-07-15,71.0,257,10
957,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,4,38.0,2000-01-22,63.0,271,12
958,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,4,23.0,2000-04-29,78.0,216,12
959,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,4,61.0,2000-07-22,40.0,232,7
960,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,4,39.0,1999-07-03,62.0,265,39
961,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,4,39.0,2000-06-03,62.0,190,12
962,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,4,18.0,1999-12-25,83.0,198,7
963,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,4,46.0,2000-02-19,55.0,241,25
964,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,4,74.0,2000-06-10,27.0,232,26
965,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,4,28.0,2000-04-15,73.0,243,13
966,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,4,24.0,2000-05-27,77.0,252,12
967,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,4,50.0,2000-01-08,51.0,254,10
968,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,4,51.0,1999-12-04,50.0,244,24
969,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,4,47.0,2000-09-16,54.0,230,15
970,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,4,59.0,2000-10-28,42.0,223,13
971,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,4,39.0,2000-04-15,62.0,261,7
972,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,4,43.0,2000-03-25,58.0,230,14
973,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,4,26.0,2000-09-16,75.0,204,6
974,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,4,62.0,2000-06-10,39.0,228,14
975,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,4,67.0,2000-05-06,34.0,233,31
976,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,4,26.0,2000-02-26,75.0,245,16
977,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,4,28.0,2000-05-13,73.0,240,11
978,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,4,16.0,1999-10-02,85.0,256,18
979,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,4,50.0,2000-01-29,51.0,297,26
980,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,4,69.0,1999-11-20,32.0,274,16
981,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,4,14.0,2000-02-26,87.0,195,11
982,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,4,16.0,2000-06-03,85.0,282,7
983,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,4,36.0,2000-09-09,65.0,246,15
984,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,4,49.0,2000-10-07,52.0,199,13
985,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,4,42.0,1999-11-20,59.0,226,13
986,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,4,9.0,1999-12-25,92.0,231,6
987,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,4,36.0,2000-03-18,65.0,232,13
988,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,4,15.0,2000-10-28,86.0,263,9
989,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,4,17.0,2000-07-29,84.0,236,9
990,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,4,25.0,2000-01-29,76.0,234,11
991,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,4,52.0,2000-06-03,49.0,189,11
992,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,4,49.0,1999-12-11,52.0,243,16
993,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,4,59.0,2000-01-01,42.0,172,11
994,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,4,16.0,2000-01-08,85.0,209,7
995,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,4,41.0,2000-09-16,60.0,303,7
996,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,4,11.0,2000-04-01,90.0,203,5
997,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,4,63.0,1999-10-09,38.0,316,45
998,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,4,76.0,2000-05-27,25.0,257,20
999,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,4,40.0,2000-06-24,61.0,243,15
1000,2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2000-01-08,4,8.0,2000-01-22,93.0,470,2
1001,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,4,23.0,2000-02-19,78.0,228,13
1002,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,4,19.0,2000-05-20,82.0,210,7
1003,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,4,15.0,2000-11-11,86.0,229,7
1004,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,4,37.0,2000-08-05,64.0,270,12
1005,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,4,37.0,2000-10-14,64.0,245,9
1006,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,4,63.0,2000-06-24,38.0,222,11
1007,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,4,46.0,1999-11-27,55.0,184,13
1008,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,4,26.0,2000-11-25,75.0,230,9
1009,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,4,45.0,2000-06-03,56.0,263,12
1010,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,4,52.0,1999-12-25,49.0,263,10
1011,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,4,21.0,2000-11-04,80.0,242,8
1012,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,4,41.0,2000-09-09,60.0,286,11
1013,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,4,52.0,2000-05-27,49.0,215,13
1014,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,4,52.0,2000-02-26,49.0,270,4
1015,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,4,24.0,2000-02-19,77.0,237,10
1016,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,4,52.0,2000-03-11,49.0,253,15
1017,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,4,17.0,2000-10-14,84.0,237,6
1018,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,4,45.0,2000-10-07,56.0,226,11
1019,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,4,17.0,2000-01-08,84.0,210,4
1020,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,4,17.0,2000-05-13,84.0,215,3
1021,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,4,59.0,2000-06-10,42.0,232,15
1022,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,4,33.0,2000-05-20,68.0,235,11
1023,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,4,39.0,2000-03-18,62.0,327,8
1024,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,4,63.0,1999-11-13,38.0,235,14
1025,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,4,24.0,2000-04-15,77.0,259,7
1026,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,4,22.0,2000-01-15,79.0,248,2
1027,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,4,24.0,2000-09-16,77.0,202,4
1028,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,4,55.0,2000-04-29,46.0,247,13
1029,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,4,54.0,1999-11-06,47.0,235,15
1030,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,4,39.0,2000-04-22,62.0,230,7
1031,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,4,45.0,2000-05-20,56.0,254,2
1032,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,4,29.0,2000-07-29,72.0,212,6
1033,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,4,55.0,2000-10-28,46.0,256,11
1034,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,4,40.0,2000-08-26,61.0,223,5
1035,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,4,46.0,1999-12-18,55.0,221,7
1036,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,4,64.0,2000-08-05,37.0,205,9
1037,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,4,61.0,2000-05-06,40.0,202,12
1038,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,4,39.0,1999-12-18,62.0,188,12
1039,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,4,41.0,2000-09-23,60.0,225,10
1040,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,4,23.0,2000-05-27,78.0,253,3
1041,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,4,51.0,1999-11-13,50.0,183,11
1042,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,4,43.0,1999-11-06,58.0,217,13
1043,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,4,53.0,2000-06-24,48.0,158,9
1044,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,4,26.0,2000-09-09,75.0,203,4
1045,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,4,36.0,2000-05-06,65.0,281,7
1046,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,4,61.0,2000-09-02,40.0,230,9
1047,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,4,44.0,2000-02-26,57.0,249,11
1048,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,4,42.0,2000-05-20,59.0,234,10
1049,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,4,50.0,2000-07-15,51.0,252,8
1050,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,4,36.0,2000-02-19,65.0,222,9
1051,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,4,26.0,2000-02-19,75.0,430,4
1052,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,4,54.0,2000-07-22,47.0,197,9
1053,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,4,43.0,2000-12-02,58.0,268,6
1054,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,4,79.0,2000-05-06,22.0,210,19
1055,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,4,54.0,2000-07-01,47.0,237,10
1056,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,4,56.0,2000-03-25,45.0,225,8
1057,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,4,61.0,1999-12-25,40.0,291,9
1058,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,4,52.0,2000-11-18,49.0,217,8
1059,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,4,70.0,2000-09-16,31.0,255,15
1060,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,4,48.0,2000-05-06,53.0,410,8
1061,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,4,34.0,2000-03-18,67.0,227,7
1062,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,4,40.0,2000-03-18,61.0,258,5
1063,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,4,60.0,1999-12-04,41.0,247,12
1064,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,4,54.0,2000-04-22,47.0,192,7
1065,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,4,62.0,2000-07-22,39.0,319,0
1066,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,4,64.0,1999-12-25,37.0,273,9
1067,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,4,40.0,2000-02-12,61.0,255,5
1068,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,4,29.0,2000-03-18,72.0,270,2
1069,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,4,50.0,2000-05-20,51.0,382,11
1070,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,4,52.0,2000-11-11,49.0,225,9
1071,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,4,64.0,2000-07-08,37.0,210,10
1072,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,4,37.0,2000-06-24,64.0,226,5
1073,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,4,53.0,2000-02-26,48.0,209,10
1074,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,4,45.0,2000-02-26,56.0,204,12
1075,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,4,56.0,2000-11-04,45.0,212,11
1076,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,4,55.0,2000-11-11,46.0,242,11
1077,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,4,71.0,1999-11-27,30.0,206,13
1078,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,4,42.0,2000-08-26,59.0,250,5
1079,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,4,67.0,2000-01-01,34.0,455,7
1080,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,4,61.0,2000-07-08,40.0,223,9
1081,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,4,51.0,2000-09-09,50.0,224,7
1082,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,4,57.0,2000-11-18,44.0,336,10
1083,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,4,58.0,2000-11-18,43.0,234,9
1084,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,4,74.0,2000-01-22,27.0,274,9
1085,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,4,46.0,2000-02-05,55.0,231,6
1086,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,4,41.0,2000-02-26,60.0,255,5
1087,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,4,56.0,2000-10-07,45.0,232,7
